date,max_temperature,avg_temperature,min_temperature,avg_relative_humidity,avg_dew_point,avg_wind_speed,avg_pressure_sea,avg_visibility,min_visibility,avg_health_index,precipitation,daylight,solar_radiation,avg_cloud_cover_8,heatdegdays,cooldegdays,growdegdays_7
2013-11-24,1.8,-6.3,-14.4,81.0,-8.9,35.0,101.77,16900,9700,1.6,0.0,8.68,,4.5,24.3,0.0,0.0
2013-11-23,-14.4,-20.6,-26.8,70.5,-23.4,24.0,104.07,24100,24100,1.9,0.2,8.72,,4.5,38.6,0.0,0.0
2013-11-22,-11.4,-17.75,-24.1,79.5,-20.1,21.0,103.86,14450,4800,1.8,0.2,8.77,,4.5,35.8,0.0,0.0
2013-11-21,-10.8,-14.5,-18.2,75.5,-16.9,20.5,103.3,16900,9700,2.0,0.6,8.8,,4.5,32.5,0.0,0.0
2013-11-20,0.2,-5.3,-10.8,77.0,-8.9,23.5,101.53,12850,1600,1.6,1.2,8.85,,5.5,23.3,0.0,0.0
2013-11-19,1.8,-2.95,-7.7,77.5,-5.5,28.5,101.12,52300,24100,1.6,0.0,8.9,,4.5,20.9,0.0,0.0
2013-11-18,-6.4,-8.69,-11.0,83.0,-10.7,15.5,102.0,20100,16100,2.0,0.2,8.93,,5.0,26.7,0.0,0.0
2013-11-17,-0.9,-3.65,-6.4,89.0,-5.2,27.5,100.68,12850,1600,1.6,2.0,8.98,,6.0,21.6,0.0,0.0
2013-11-16,2.8,-1.7,-6.2,93.0,-2.2,18.0,99.53,12250,400,1.4,0.7,9.02,,4.5,19.7,0.0,0.0
2013-11-15,8.2,2.7,-2.8,80.5,-0.6,25.0,100.05,21700,19300,1.6,0.2,9.07,,4.5,15.3,0.0,0.0
2013-11-14,1.7,-1.79,-5.3,86.0,-2.0,5.5,100.87,14450,4800,2.0,0.2,9.13,,7.0,19.8,0.0,0.0
2013-11-13,10.3,2.55,-5.2,63.5,-2.6,22.0,100.96,24100,24100,1.8,0.0,9.17,,4.0,15.4,0.0,0.0
2013-11-12,3.6,-4.65,-12.9,67.5,-10.8,28.5,102.72,24100,24100,1.4,0.0,9.22,,4.0,22.6,0.0,0.0
2013-11-11,-8.1,-12.7,-17.3,72.5,-16.2,16.0,103.73,15250,6400,1.8,0.0,9.27,,4.0,30.7,0.0,0.0
2013-11-10,-1.3,-8.19,-15.1,68.5,-10.7,27.0,102.58,24100,24100,1.5,0.0,9.32,,4.5,26.2,0.0,0.0
2013-11-09,1.7,0.04,-1.6,87.5,-2.3,16.5,101.52,12450,800,1.4,0.9,9.38,,7.5,18.0,0.0,0.0
2013-11-08,4.4,-2.2,-8.8,75.5,-4.8,17.0,101.19,13650,3200,1.8,1.5,9.42,,4.5,20.2,0.0,0.0
2013-11-07,1.8,-4.8,-11.4,66.0,-8.8,12.5,102.12,24100,24100,1.8,0.0,9.48,,4.5,22.8,0.0,0.0
2013-11-06,2.5,-3.2,-8.9,70.0,-7.8,13.5,102.14,24100,24100,1.4,0.0,9.53,,5.0,21.2,0.0,0.0
2013-11-05,-0.2,-1.75,-3.3,65.0,-7.9,19.5,101.74,24100,24100,1.3,0.0,9.58,,6.0,19.8,0.0,0.0
2013-11-04,8.7,3.49,-1.7,65.0,-2.5,24.0,100.79,24100,24100,1.4,0.0,9.63,,7.0,14.5,0.0,0.0
2013-11-03,9.4,4.75,0.1,67.5,-0.7,23.5,100.91,24100,24100,1.4,0.0,9.7,,6.0,13.2,0.0,0.0
2013-11-02,10.2,1.94,-6.3,73.5,-2.0,10.5,101.53,21700,19300,1.7,0.0,9.75,,4.0,16.1,0.0,0.0
2013-11-01,8.2,0.39,-7.4,75.5,-3.6,16.0,100.62,24100,24100,1.8,0.0,9.8,,4.5,17.6,0.0,0.0
2013-10-31,7.4,0.7,-6.0,77.5,-2.9,11.0,100.06,24100,24100,1.6,0.0,9.87,,4.5,17.3,0.0,0.0
2013-10-30,8.1,1.54,-5.0,63.5,-4.8,22.5,101.17,18500,12900,1.8,0.0,9.92,,4.0,16.5,0.0,0.0
2013-10-29,1.9,-4.39,-10.7,64.0,-10.2,13.0,102.72,24100,24100,2.1,0.0,9.98,,4.0,22.4,0.0,0.0
2013-10-28,-1.8,-6.25,-10.7,69.0,-10.2,9.5,103.73,24100,24100,2.0,0.0,10.03,,5.0,24.2,0.0,0.0
2013-10-27,3.9,0.0,-3.9,71.0,-5.6,22.5,102.01,24100,24100,1.4,0.0,10.08,,5.5,18.0,0.0,0.0
2013-10-26,5.5,3.25,1.0,74.0,-1.9,22.5,101.53,16900,9700,1.2,0.0,10.15,,4.5,14.8,0.0,0.0
2013-10-25,11.4,4.75,-1.9,69.5,-1.0,32.0,101.31,24100,24100,1.5,0.2,10.22,,4.5,13.2,0.0,0.0
2013-10-24,6.2,1.65,-2.9,74.5,-2.0,20.0,102.35,24100,24100,1.8,0.0,10.27,,4.5,16.4,0.0,0.0
2013-10-23,3.0,-3.15,-9.3,80.0,-5.4,12.0,102.02,21700,19300,1.8,0.0,10.33,,5.0,21.1,0.0,0.0
2013-10-22,3.3,-1.2,-5.7,78.0,-3.0,14.5,101.86,12850,1600,1.5,0.0,10.37,,5.5,19.2,0.0,0.0
2013-10-21,4.0,0.64,-2.7,76.5,-4.2,18.0,101.55,24100,24100,1.5,0.0,10.43,,5.0,17.4,0.0,0.0
2013-10-20,2.8,-0.05,-2.9,76.5,-3.5,17.5,101.08,20100,16100,1.6,0.4,10.5,,5.0,18.1,0.0,0.0
2013-10-19,6.5,3.2,-0.1,84.0,0.6,10.0,100.76,21700,19300,1.5,0.2,10.55,,5.5,14.8,0.0,0.0
2013-10-18,8.1,3.09,-1.9,73.5,-0.2,15.0,101.02,16900,9700,2.0,0.4,10.62,,5.0,14.9,0.0,0.0
2013-10-17,10.2,3.8,-2.6,63.0,-1.7,11.5,101.4,24100,24100,2.2,0.0,10.68,,4.5,14.2,0.0,0.0
2013-10-16,14.8,7.0,-0.8,66.5,0.4,16.5,101.23,24100,24100,1.8,0.0,10.73,,4.5,11.0,0.0,0.0
2013-10-15,8.1,2.9,-2.3,73.0,0.0,14.0,102.11,24100,24100,1.6,0.0,10.8,,4.5,15.1,0.0,0.0
2013-10-14,8.6,3.2,-2.2,75.5,-0.6,7.0,102.78,24100,24100,1.8,0.0,10.85,,4.5,14.8,0.0,0.0
2013-10-13,12.0,5.85,-0.3,63.5,0.3,12.5,102.5,24100,24100,1.6,0.0,10.92,,3.0,12.2,0.0,0.0
2013-10-12,13.6,7.65,1.7,81.0,6.2,27.0,100.59,16100,8100,1.6,0.3,10.97,,4.5,10.3,0.0,0.6
2013-10-11,20.9,16.89,12.9,73.0,11.3,20.5,99.92,21700,19300,2.5,7.0,11.05,,7.5,1.1,0.0,9.9
2013-10-10,21.6,12.35,3.1,69.0,6.7,11.5,101.19,20100,16100,2.5,0.0,11.12,,4.5,5.7,0.0,5.3
2013-10-09,20.4,11.85,3.3,63.5,4.2,8.0,101.2,20100,16100,2.5,0.0,11.17,,4.5,6.2,0.0,4.8
2013-10-08,19.6,12.8,6.0,62.5,6.3,20.5,100.36,24100,24100,2.1,0.0,11.23,,,5.2,0.0,5.8
2013-10-07,16.1,7.9,-0.3,79.0,2.2,14.0,101.0,24100,24100,1.5,0.0,11.28,,,10.1,0.0,0.9
2013-10-06,19.4,7.85,-3.7,64.0,-0.1,20.5,101.26,24100,24100,1.6,0.0,11.35,,,10.2,0.0,0.8
2013-10-05,11.7,4.75,-2.2,70.5,0.2,17.5,102.14,24100,24100,1.1,0.0,11.4,,,13.2,0.0,0.0
2013-10-04,8.0,5.35,2.7,73.5,0.3,24.5,102.81,24100,24100,1.2,0.0,11.47,,,12.7,0.0,0.0
2013-10-03,13.6,7.3,1.0,75.0,4.0,16.5,102.0,24100,24100,1.3,0.0,11.52,,,10.7,0.0,0.3
2013-10-02,17.2,10.04,2.9,63.0,4.0,12.5,101.2,24100,24100,2.0,0.0,11.6,,,8.0,0.0,3.0
2013-10-01,17.2,10.64,4.1,69.0,7.2,26.5,100.26,24100,24100,1.5,0.6,11.67,,,7.4,0.0,3.6
2013-09-30,22.5,17.3,12.1,58.5,6.8,19.0,99.62,18500,12900,1.6,2.0,11.72,,,0.7,0.0,10.3
2013-09-29,21.2,11.85,2.5,77.5,7.3,24.5,100.12,24100,24100,1.3,0.0,11.78,,,6.2,0.0,4.8
2013-09-28,11.1,9.15,7.2,93.0,8.3,11.0,100.54,17700,11300,1.1,21.1,11.83,,,8.8,0.0,2.1
2013-09-27,15.0,10.8,6.6,78.5,7.7,10.0,100.82,24100,24100,1.1,1.2,11.9,,,7.2,0.0,3.8
2013-09-26,21.3,16.8,12.3,78.5,12.5,25.0,100.44,16100,8100,2.0,5.2,11.97,,,1.2,0.0,9.8
2013-09-25,25.6,16.95,8.3,62.5,8.1,21.0,100.85,24100,24100,2.5,0.0,12.03,,,1.1,0.0,9.9
2013-09-24,25.0,16.35,7.7,56.5,7.6,15.5,100.78,24100,24100,2.0,0.0,12.08,,,1.6,0.0,9.3
2013-09-23,26.6,21.0,15.4,59.5,12.4,33.5,100.16,52300,24100,2.5,0.0,12.15,,,0.0,3.0,14.0
2013-09-22,22.7,14.5,6.3,65.5,7.0,29.0,100.57,24100,24100,1.5,0.0,12.2,,,3.5,0.0,7.5
2013-09-21,15.8,7.2,-1.4,70.0,1.5,11.0,101.47,24100,24100,1.8,0.0,12.28,,,10.8,0.0,0.2
2013-09-20,13.2,7.35,1.5,74.0,4.4,19.0,101.38,24100,24100,1.3,0.0,12.33,,,10.7,0.0,0.4
2013-09-19,18.0,13.2,8.4,84.0,12.4,16.5,100.67,12650,1200,1.1,0.3,12.4,,,4.8,0.0,6.2
2013-09-18,22.3,18.55,14.8,82.5,15.6,17.5,100.3,15250,6400,1.5,0.4,12.45,,,0.0,0.6,11.6
2013-09-17,20.2,15.8,11.4,70.5,8.9,32.5,101.05,24100,24100,1.6,0.0,12.52,,,2.2,0.0,8.8
2013-09-16,21.7,12.25,2.8,60.0,4.2,23.0,102.14,24100,24100,1.8,0.0,12.58,,,5.8,0.0,5.2
2013-09-15,16.3,8.25,0.2,63.0,1.4,13.0,102.4,24100,24100,1.5,0.0,12.65,,,9.8,0.0,1.2
2013-09-14,22.2,15.3,8.4,66.0,9.5,19.0,101.28,23300,22500,1.4,1.6,12.7,,,2.7,0.0,8.3
2013-09-13,26.6,17.25,7.9,60.5,8.8,24.0,101.48,24100,24100,1.8,0.0,12.77,,,0.8,0.0,10.2
2013-09-12,21.3,14.7,8.1,69.5,9.2,13.5,102.4,24100,24100,1.3,0.2,12.82,,,3.3,0.0,7.7
2013-09-11,24.7,16.89,9.1,69.0,11.7,16.0,101.67,20100,16100,1.6,0.3,12.88,,,1.1,0.0,9.9
2013-09-10,27.1,20.1,13.1,71.0,14.9,14.5,100.9,12450,800,1.8,0.2,12.95,,,0.0,2.1,13.1
2013-09-09,18.9,16.85,14.8,87.5,14.5,9.5,100.76,20100,16100,1.1,1.0,13.0,,,1.1,0.0,9.8
2013-09-08,22.9,17.45,12.0,72.5,12.2,13.5,101.49,24100,24100,1.2,0.0,13.07,,,0.6,0.0,10.4
2013-09-07,26.1,19.0,11.9,60.5,10.8,22.0,101.72,24100,24100,1.4,0.0,13.12,,,0.0,1.0,12.0
2013-09-06,33.6,25.65,17.7,67.5,15.2,13.0,101.07,24100,24100,2.5,0.0,13.18,,,0.0,7.7,18.6
2013-09-05,28.5,18.55,8.6,52.5,10.3,18.0,101.71,21700,19300,2.2,0.0,13.25,,,0.0,0.6,11.6
2013-09-04,21.6,12.1,2.6,62.0,3.4,7.0,102.2,21700,19300,2.0,0.0,13.32,,,5.9,0.0,5.1
2013-09-03,28.6,19.35,10.1,62.5,10.6,22.0,101.51,24100,24100,1.8,0.0,13.37,,,0.0,1.4,12.3
2013-09-02,23.6,14.1,4.6,67.5,7.3,13.5,101.63,24100,24100,1.6,0.0,13.43,,,3.9,0.0,7.1
2013-09-01,19.2,13.1,7.0,69.0,8.9,18.0,101.45,18500,12900,1.4,0.2,13.48,,,4.9,0.0,6.1
2013-08-31,29.8,21.8,13.8,65.5,15.2,17.0,100.67,18500,12900,1.8,1.0,13.55,,,0.0,3.8,14.8
2013-08-30,30.1,22.55,15.0,75.0,18.9,14.0,100.94,21700,19300,2.2,0.0,13.6,,,0.0,4.5,15.6
2013-08-29,26.3,21.85,17.4,78.5,19.0,18.5,101.1,20100,16100,2.3,0.4,13.67,,,0.0,3.8,14.8
2013-08-28,34.1,24.9,15.7,62.0,15.6,8.0,101.24,20100,16100,2.5,0.0,13.73,,,0.0,6.9,17.9
2013-08-27,33.3,25.5,17.7,68.0,19.1,7.0,100.97,20100,16100,2.6,0.0,13.8,,,0.0,7.5,18.5
2013-08-26,32.7,24.0,15.3,66.0,17.3,11.0,101.1,21700,19300,2.9,0.0,13.85,,,0.0,6.0,17.0
2013-08-25,32.9,26.1,19.3,61.0,15.9,11.0,100.89,20100,16100,2.1,0.0,13.92,,,0.0,8.1,19.1
2013-08-24,31.5,26.35,21.2,76.5,18.8,22.0,100.62,20100,16100,2.2,0.4,13.97,,,0.0,8.3,19.4
2013-08-23,28.8,20.2,11.6,57.5,12.2,20.0,101.41,24100,24100,2.0,0.0,14.03,,,0.0,2.2,13.2
2013-08-22,24.8,16.45,8.1,64.5,9.8,8.5,102.04,21700,19300,1.6,0.0,14.08,,,1.6,0.0,9.4
2013-08-21,24.8,17.8,10.8,60.5,9.8,16.0,101.38,24100,24100,1.7,0.0,14.15,,,0.2,0.0,10.8
2013-08-20,30.2,22.65,15.1,67.0,15.2,17.0,100.54,21700,19300,2.1,0.0,14.2,,,0.0,4.7,15.7
2013-08-19,32.6,24.05,15.5,68.0,17.4,14.5,100.61,21700,19300,2.0,0.2,14.27,,,0.0,6.0,17.1
2013-08-18,26.1,21.65,17.2,84.0,18.6,14.5,100.88,14450,4800,2.2,31.3,14.32,,,0.0,3.6,14.7
2013-08-17,28.8,22.45,16.1,69.5,16.1,31.0,101.06,24100,24100,2.0,0.0,14.37,,,0.0,4.5,15.4
2013-08-16,30.1,23.15,16.2,64.0,14.8,25.0,101.35,21700,19300,2.1,0.0,14.43,,,0.0,5.2,16.1
2013-08-15,27.0,19.1,11.2,61.5,11.5,11.5,101.64,21700,19300,2.4,0.0,14.47,,,0.0,1.1,12.1
2013-08-14,24.7,14.55,4.4,69.0,8.1,5.0,101.93,20100,16100,2.5,0.0,14.53,,,3.5,0.0,7.5
2013-08-13,22.6,13.95,5.3,66.5,8.5,7.5,102.27,24100,24100,,0.0,14.58,,,4.0,0.0,7.0
2013-08-12,21.9,14.85,7.8,68.5,9.7,11.0,101.92,21700,19300,,0.0,14.65,,,3.1,0.0,7.8
2013-08-11,24.4,16.75,9.1,71.5,12.3,15.0,101.78,12150,200,,0.2,14.7,,,1.2,0.0,9.8
2013-08-10,24.2,16.14,8.1,69.5,11.3,15.0,101.99,18500,12900,,5.0,14.75,,,1.9,0.0,9.1
2013-08-09,17.4,13.14,8.9,83.5,11.7,12.0,101.74,16900,9700,,1.0,14.8,,,4.9,0.0,6.1
2013-08-08,20.4,13.7,7.0,67.0,7.5,17.5,101.58,24100,24100,,0.0,14.87,,,4.3,0.0,6.7
2013-08-07,18.5,14.25,10.0,69.5,8.0,13.5,101.52,24100,24100,,0.2,14.92,,,3.8,0.0,7.2
2013-08-06,20.8,15.05,9.3,69.5,10.0,16.0,100.94,24100,24100,,0.3,14.97,,,3.0,0.0,8.1
2013-08-05,25.2,18.55,11.9,74.0,13.4,15.0,101.0,12150,200,,0.2,15.02,,,0.0,0.6,11.6
2013-08-04,21.6,15.6,9.6,70.5,10.9,11.0,101.85,16900,9700,,5.2,15.07,,,2.4,0.0,8.6
2013-08-03,22.7,14.14,5.6,69.5,8.6,6.0,102.23,24100,24100,,0.0,15.12,,,3.9,0.0,7.1
2013-08-02,22.8,15.1,7.4,71.5,9.3,13.0,101.63,24100,24100,,0.0,15.17,,,2.9,0.0,8.1
2013-08-01,23.1,16.39,9.7,71.0,12.0,14.5,101.24,24100,24100,,0.4,15.22,,,1.6,0.0,9.4
2013-07-31,22.6,16.45,10.3,71.5,11.3,18.5,101.47,24100,24100,,0.0,15.27,,,1.6,0.0,9.4
2013-07-30,23.5,18.35,13.2,77.0,14.4,16.0,101.4,12250,400,,2.2,15.3,,,0.0,0.4,11.3
2013-07-29,24.2,17.55,10.9,72.0,12.4,14.5,101.42,24100,24100,,3.2,15.37,,,0.4,0.0,10.6
2013-07-28,23.6,14.85,6.1,66.0,9.3,8.5,101.69,24100,24100,,0.0,15.4,,,3.1,0.0,7.8
2013-07-27,21.1,13.2,5.3,70.0,8.0,15.5,102.08,24100,24100,,0.0,15.45,,,4.8,0.0,6.2
2013-07-26,18.3,13.55,8.8,73.5,9.1,19.5,102.19,24100,24100,2.4,0.2,15.5,,,4.5,0.0,6.5
2013-07-25,20.4,15.85,11.3,86.0,12.7,19.5,101.47,16900,9700,1.4,11.0,15.53,,,2.1,0.0,8.8
2013-07-24,24.8,18.45,12.1,74.5,13.9,17.0,101.31,24100,24100,1.6,0.2,15.58,,,0.0,0.4,11.4
2013-07-23,22.8,15.2,7.6,74.0,10.6,11.5,101.64,24100,24100,1.5,0.0,15.63,,,2.8,0.0,8.2
2013-07-22,20.8,15.25,9.7,75.0,12.4,21.0,100.7,24100,24100,1.4,0.2,15.67,,,2.8,0.0,8.2
2013-07-21,22.8,14.65,6.5,73.5,11.2,13.0,100.78,12850,1600,1.4,33.1,15.7,,,3.4,0.0,7.7
2013-07-20,19.1,12.95,6.8,67.5,6.8,13.0,101.72,24100,24100,1.2,0.0,15.73,,,5.0,0.0,6.0
2013-07-19,24.4,16.39,8.4,69.0,11.7,23.0,101.02,24100,24100,1.5,0.2,15.78,,,1.6,0.0,9.4
2013-07-18,24.8,19.75,14.7,76.5,14.8,7.5,101.0,18500,12900,2.6,17.0,15.82,,,0.0,1.8,12.8
2013-07-17,26.6,18.6,10.6,63.5,12.7,6.5,102.04,24100,24100,2.1,0.0,15.87,,,0.0,0.6,11.6
2013-07-16,25.7,18.85,12.0,71.5,15.1,22.0,101.61,24100,24100,1.6,0.0,15.88,,,0.0,0.9,11.8
2013-07-15,28.7,19.89,11.1,66.5,15.1,19.0,101.82,24100,24100,1.4,0.0,15.92,,,0.0,1.9,12.9
2013-07-14,24.0,18.64,13.3,69.0,13.9,16.0,101.83,24100,24100,1.3,0.2,15.95,,,0.0,0.6,11.6
2013-07-13,28.9,21.79,14.7,69.0,15.8,12.5,101.22,21700,19300,2.0,1.8,15.98,,,0.0,3.8,14.8
2013-07-12,26.4,23.2,20.0,82.0,20.2,20.5,100.5,20100,16100,2.8,0.8,16.02,,,0.0,5.2,16.2
2013-07-11,29.5,22.85,16.2,63.5,16.4,24.5,100.91,18500,12900,3.5,0.0,16.05,,,0.0,4.8,15.8
2013-07-10,24.3,18.0,11.7,77.0,14.0,11.5,101.46,17700,11300,3.0,0.2,16.07,,,0.0,0.0,11.0
2013-07-09,21.1,17.8,14.5,75.0,12.3,15.5,101.27,15250,6400,1.8,7.6,16.1,,,0.2,0.0,10.8
2013-07-08,29.4,20.5,11.6,72.0,15.7,13.0,101.17,24100,24100,1.6,0.0,16.13,,,0.0,2.5,13.5
2013-07-07,26.4,20.25,14.1,73.5,16.2,16.5,100.99,20100,16100,,0.0,16.15,,,0.0,2.2,13.2
2013-07-06,27.6,22.55,17.5,67.0,15.8,11.0,100.74,18500,12900,,0.0,16.18,,,0.0,4.5,15.6
2013-07-05,27.6,21.45,15.3,64.0,14.2,11.5,100.56,18500,12900,,0.0,16.2,,,0.0,3.5,14.4
2013-07-04,30.8,24.55,18.3,63.5,17.6,17.5,100.47,24100,24100,,0.0,16.23,,,0.0,6.5,17.6
2013-07-03,31.3,23.85,16.4,62.0,15.3,14.0,101.02,24100,24100,,,16.23,,,0.0,5.8,16.9
2013-07-02,30.2,22.8,15.4,59.0,16.1,8.5,101.69,20100,16100,,0.0,16.25,,,0.0,4.8,15.8
2013-07-01,28.1,19.75,11.4,68.0,14.4,7.0,102.13,12100,8100,,0.0,16.28,,,0.0,1.8,12.8
2013-06-30,27.3,18.8,10.3,64.5,12.8,13.5,102.01,18500,12900,,0.0,16.28,,,0.0,0.8,11.8
2013-06-29,26.0,19.05,12.1,68.0,14.2,17.5,101.64,24100,24100,,0.2,16.3,,,0.0,1.1,12.1
2013-06-28,24.3,19.64,15.0,80.0,16.4,16.5,101.25,24100,24100,,6.6,16.3,,,0.0,1.6,12.6
2013-06-27,24.0,19.25,14.5,79.5,15.8,25.0,100.69,24100,24100,,0.0,16.32,,,0.0,1.2,12.2
2013-06-26,27.3,22.1,16.9,79.0,17.6,20.0,100.27,21700,19300,,7.1,16.33,,,0.0,4.1,15.1
2013-06-25,30.7,22.65,14.6,70.0,16.4,14.0,100.4,20100,16100,,6.5,16.35,,,0.0,4.7,15.7
2013-06-24,27.6,20.55,13.5,67.0,15.1,15.5,100.44,24100,24100,,0.2,16.33,,,0.0,2.5,13.6
2013-06-23,23.7,18.6,13.5,85.5,15.4,18.0,100.26,13650,3200,,25.6,16.35,,,0.0,0.6,11.6
2013-06-22,27.3,22.25,17.2,76.0,17.1,20.5,101.11,24100,24100,,0.0,16.35,,,0.0,4.2,15.2
2013-06-21,22.3,18.55,14.8,85.0,16.1,13.0,101.31,24100,24100,1.6,0.0,16.35,,,0.0,0.6,11.6
2013-06-20,26.6,20.8,15.0,71.5,14.6,22.5,101.19,16700,1200,1.7,15.8,16.35,,,0.0,2.8,13.8
2013-06-19,28.0,19.39,10.8,62.5,11.8,14.0,101.22,24100,24100,2.1,0.0,16.35,,,0.0,1.4,12.4
2013-06-18,26.0,16.8,7.6,62.0,9.8,10.0,101.55,24100,24100,2.0,0.0,16.33,,,1.2,0.0,9.8
2013-06-17,23.1,16.7,10.3,60.5,8.5,16.0,101.49,24100,24100,1.5,0.0,16.35,,,1.3,0.0,9.7
2013-06-16,22.9,17.1,11.3,71.5,11.8,16.0,100.88,24100,24100,1.5,0.2,16.33,,,0.9,0.0,10.1
2013-06-15,25.8,19.35,12.9,57.5,10.1,25.5,100.65,24100,24100,2.0,0.0,16.33,,,0.0,1.4,12.3
2013-06-14,25.4,20.14,14.9,68.5,11.2,22.0,101.09,20100,16100,2.1,3.8,16.3,,,0.0,2.1,13.1
2013-06-13,25.6,17.3,9.0,63.5,8.4,13.0,101.86,24100,24100,1.8,0.0,16.3,,,0.7,0.0,10.3
2013-06-12,22.0,15.75,9.5,66.5,10.2,15.0,101.56,24100,24100,1.6,0.0,16.28,,,2.2,0.0,8.8
2013-06-11,23.9,16.2,8.5,65.5,9.4,17.0,101.08,24100,24100,2.0,0.0,16.28,,,1.8,0.0,9.2
2013-06-10,24.3,17.55,10.8,71.5,12.4,22.0,100.73,24100,24100,2.2,1.2,16.27,,,0.4,0.0,10.6
2013-06-09,19.9,16.35,12.8,74.0,11.4,16.5,101.1,21700,19300,2.2,0.8,16.23,,,1.6,0.0,9.3
2013-06-08,24.7,17.35,10.0,62.5,8.9,22.5,101.04,24100,24100,2.1,0.0,16.22,,,0.6,0.0,10.3
2013-06-07,23.9,18.14,12.4,62.0,8.2,20.5,101.22,18500,12900,2.4,2.4,16.22,,,0.0,0.1,11.1
2013-06-06,23.9,16.35,8.8,55.5,6.2,16.5,101.62,24100,24100,2.5,0.0,16.18,,,1.6,0.0,9.3
2013-06-05,23.8,14.25,4.7,56.5,4.0,14.0,101.85,24100,24100,2.5,0.0,16.17,,,3.8,0.0,7.2
2013-06-04,21.8,14.85,7.9,47.5,1.6,20.5,101.87,24100,24100,2.3,0.0,16.13,,,3.1,0.0,7.8
2013-06-03,20.0,10.85,1.7,58.5,0.4,12.5,101.83,24100,24100,2.1,0.0,16.1,,,7.2,0.0,3.8
2013-06-02,16.6,8.5,0.4,63.0,1.3,19.5,101.97,24100,24100,1.7,0.0,16.08,,,9.5,0.0,1.5
2013-06-01,14.7,9.04,3.4,71.0,4.8,28.5,101.56,24100,24100,1.4,0.0,16.05,,,9.0,0.0,2.0
2013-05-31,12.4,10.55,8.7,85.5,8.0,38.0,100.5,13650,3200,1.1,21.7,16.02,,,7.5,0.0,3.5
2013-05-30,15.7,13.25,10.8,91.5,11.9,27.0,100.41,13650,3200,1.1,17.2,16.0,,,4.8,0.0,6.2
2013-05-29,19.9,15.35,10.8,82.0,11.8,17.0,100.4,20100,16100,1.5,0.2,15.97,,,2.6,0.0,8.3
2013-05-28,19.9,17.04,14.2,80.0,12.6,23.5,100.33,14450,4800,2.4,1.2,15.93,,,1.0,0.0,10.0
2013-05-27,24.1,18.1,12.1,56.0,9.2,16.5,101.17,24100,24100,2.8,0.0,15.9,,,0.0,0.1,11.1
2013-05-26,22.2,17.6,13.0,54.5,7.5,20.5,101.9,24100,24100,2.5,0.0,15.85,,,0.4,0.0,10.6
2013-05-25,18.1,14.7,11.3,67.5,8.2,20.0,102.11,21700,19300,2.5,0.0,15.82,,,3.3,0.0,7.7
2013-05-24,21.4,12.14,2.9,46.0,2.3,15.5,102.33,24100,24100,2.5,0.0,15.78,,,5.9,0.0,5.1
2013-05-23,18.4,9.69,1.0,48.5,-2.0,11.5,102.75,24100,24100,2.1,0.0,15.75,,,8.3,0.0,2.7
2013-05-22,21.4,12.39,3.4,57.0,4.3,26.0,102.0,24100,24100,1.5,0.0,15.7,,,5.6,0.0,5.4
2013-05-21,22.1,14.15,6.2,43.5,-1.0,28.5,101.43,20100,16100,1.6,0.2,15.67,,,3.8,0.0,7.2
2013-05-20,14.2,11.55,8.9,75.0,6.8,43.5,101.14,18500,12900,2.0,7.4,15.62,,,6.5,0.0,4.5
2013-05-19,16.5,13.2,9.9,86.0,10.9,23.0,101.14,18500,12900,1.6,6.4,15.57,,,4.8,0.0,6.2
2013-05-18,17.9,14.64,11.4,76.0,9.1,11.0,101.21,17700,11300,1.8,4.4,15.53,,,3.4,0.0,7.6
2013-05-17,19.1,12.3,5.5,65.5,7.8,16.0,101.46,20100,16100,2.5,2.0,15.5,,,5.7,0.0,5.3
2013-05-16,22.3,12.45,2.6,50.0,1.8,14.0,101.45,24100,24100,3.0,0.0,15.43,,,5.5,0.0,5.5
2013-05-15,22.1,13.25,4.4,58.5,3.1,13.0,100.9,21700,19300,2.0,0.0,15.4,,,4.8,0.0,6.2
2013-05-14,25.7,17.64,9.6,54.0,8.3,37.5,99.83,24100,24100,2.5,0.0,15.35,,,0.4,0.0,10.6
2013-05-13,26.8,17.5,8.2,36.0,0.2,25.0,100.61,21700,19300,2.7,0.0,15.3,,,0.5,0.0,10.5
2013-05-12,16.0,4.05,-7.9,54.5,-6.7,13.0,102.0,21700,19300,2.8,0.0,15.27,,,13.9,0.0,0.0
2013-05-11,9.3,3.0,-3.3,57.5,-4.5,21.0,102.53,24100,24100,2.0,0.2,15.2,,,15.0,0.0,0.0
2013-05-10,11.5,6.0,0.5,65.0,0.1,24.5,101.87,20100,16100,2.2,1.9,15.17,,,12.0,0.0,0.0
2013-05-09,14.2,6.0,-2.2,53.5,-6.2,16.0,102.61,21700,19300,1.8,0.0,15.1,,,12.0,0.0,0.0
2013-05-08,12.8,7.15,1.5,49.0,-0.8,29.0,101.97,24100,24100,2.0,2.0,15.07,,,10.8,0.0,0.2
2013-05-07,25.5,16.2,6.9,49.5,5.5,20.0,101.22,24100,24100,2.8,0.0,15.0,,,1.8,0.0,9.2
2013-05-06,25.7,15.89,6.1,47.5,3.8,20.5,101.56,24100,24100,2.6,0.0,14.95,,,2.1,0.0,8.9
2013-05-05,18.4,8.85,-0.7,61.5,-0.2,10.0,102.25,24100,24100,2.8,0.0,14.9,,,9.2,0.0,1.8
