date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2020-04-16,3.1,-2.02,-2.2,-7.5,,-13,80,60.3,60.5,41,-7.6,-9.1,-8.8,-10,35,19.67,22,9,46,32,102.37,102.23,102.21,102.04,99.38,99.25,99.23,99.08,24100,24100,24100,24100,,,,,20.2,0,0,0,0,0,0,0,0,06:33:00,1587036780,6.55,20:23:00,1587086580,20.38,13.83,4,4,3,3,-10,-6,,,,,,7,3,3.5,0,,,,
2020-04-15,1.6,-3.91,-4.4,-10.4,,-13,82,57.6,58,34,-9,-11.8,-11.7,-14.3,32,13.79,16,0,44,30,102.25,102.08,102.08,101.92,99.26,99.08,99.09,98.91,24100,24100,24100,24100,,,,,22.4,0,0,0,0,0,0,0,0,06:35:00,1586950500,6.58,20:22:00,1587000120,20.37,13.78,4,4,0,1,-11,-8,,,,,,2,0.7,1,0,,,,
2020-04-14,-2.1,-6.67,-5.85,-9.6,,-17,79,56.9,59,39,-11.5,-14.1,-14.2,-16.8,27,17.5,18.5,10,34,29,102.14,102.04,102.03,101.93,99.11,99.02,99.01,98.92,24100,21162.5,15250,6400,,,,,23.9,0,0,0,0,0,0,0,0,06:37:00,1586864220,6.62,20:20:00,1586913600,20.33,13.72,3,3,-3,-3,-14,-12,,,,,,8,5.8,4,0,,,,
2020-04-13,-5.2,-7.52,-7.4,-9.6,,-17,71,60.8,60.5,50,-12,-13.9,-13.8,-15.5,42,25.54,29.5,17,46,30,102.15,101.99,102.03,101.9,99.12,98.97,99.01,98.89,24100,23233.3,20100,16100,,,,,25.4,0,0,0,0,0,0,0,0,06:39:00,1586777940,6.65,20:19:00,1586827140,20.32,13.67,4,4,-4,-4,-14,-14,,,,,,8,5.8,5,2,,,,
2020-04-12,-0.7,-3.74,-3.8,-6.9,,-13,81,57.7,62,43,-7.6,-11.1,-10.7,-13.7,30,22.33,20,10,41,30,102.09,101.97,101.95,101.82,99.1,98.98,98.97,98.84,24100,22966.7,20100,16100,,,,,21.8,0,0,0,0,0,0,0,0,06:41:00,1586691660,6.68,20:17:00,1586740620,20.28,13.6,3,4,-1,-1,-12,-10,,,,,,8,5.6,4,0,,,,
2020-04-11,2.2,-0.53,-0.64,-3.5,,-9,85,65.5,68.5,52,-0.1,-6.3,-5,-10,42,30.62,29,16,55,34,101.77,101.32,101.27,100.78,98.8,98.38,98.33,97.86,24100,24100,24100,24100,,,,,18.6,0,0,0,0,0,0,0,0,06:43:00,1586605380,6.72,20:15:00,1586654100,20.25,13.53,4,4,3,3,-10,-9,,,,,,8,5.1,5,2,,,,
2020-04-10,9.7,2.89,2.74,-4.2,,-9,89,69.5,68.5,48,2,-2.6,-2.2,-6.3,30,16.46,20.5,11,45,33,101.88,101.12,101.22,100.57,98.91,98.2,98.3,97.69,24100,24100,24100,24100,,,,,15.3,0,0,0,0,0,0,0,0,06:45:00,1586519100,6.75,20:14:00,1586567640,20.23,13.48,3,3,8,9,-3,-3,,,,,,8,5.2,4,0,,,,
2020-04-09,-0.6,-2.45,-2.59,-4.6,,-14,86,73.6,74.5,63,-5.1,-6.6,-6.3,-7.6,45,27,24.5,4,59,34,102.21,101.84,101.72,101.22,99.21,98.86,98.74,98.27,24100,23700,21700,19300,,,,,20.6,0,0,0,0,0,0,0.6,0,06:48:00,1586432880,6.8,20:12:00,1586481120,20.2,13.4,4,5,3,3,-8,-8,,,,,,8,4.9,4,0,,,,
2020-04-08,4.7,1.12,1.2,-2.3,,-9,92,74.6,71.5,51,0,-3,-3,-6.1,40,26.17,27,14,51,32,101.21,101.02,100.93,100.65,98.27,98.11,98.01,97.76,24100,23112.5,12250,400,,,,,16.8,0,0,0,0,0.6,0,6.6,0,06:50:00,1586346600,6.83,20:11:00,1586394660,20.18,13.35,2,4,3,4,-5,-5,,,,,,8,4,4,0,,,,
2020-04-07,6,3.66,3.4,0.8,,,93,71,65.5,38,3.7,-1.6,-2.2,-8.1,24,14.58,12,0,34,29,100.72,100.57,100.49,100.25,97.83,97.69,97.61,97.39,24100,21566.7,20100,16100,,,,,14.6,0,0,0,0,0,0,0,1,06:52:00,1586260320,6.87,20:09:00,1586308140,20.15,13.28,4,4,9,9,-1,-1,,,,,,8,6.9,6.5,5,,,,
2020-04-06,12.2,4.72,5,-2.2,,-7,86,71,69,52,3.6,-0.3,-0.4,-4.4,36,19.38,22.5,9,42,13,101.76,101.07,101.08,100.4,98.81,98.16,98.18,97.55,24100,24100,24100,24100,,,,,13,0,0,0,0,0,0.2,0,3,06:54:00,1586174040,6.9,20:08:00,1586221680,20.13,13.23,5,5,8,10,0,1,,,,,,8,6,4.5,1,,,,
2020-04-05,3.2,-1.28,-2.04,-7.3,,-11,80,71.5,72.5,65,-2.1,-5.8,-7.1,-12.1,15,9.42,9,3,,,102.06,101.86,101.91,101.76,99.06,98.88,98.93,98.81,24100,23300,21700,19300,,,,,20,0,0,0,0,0,0,0,9,06:56:00,1586087760,6.93,20:06:00,1586135160,20.1,13.17,4,5,1,3,-8,-5,,,,,,8,5.8,4.5,1,,,,
2020-04-04,-3.6,-9.43,-10.25,-16.9,,-22,81,64.2,63,45,-11,-15.3,-14.9,-18.9,16,8.92,8,0,,,102.74,102.46,102.41,102.09,99.67,99.42,99.38,99.08,24100,24100,24100,24100,,,,,28.2,0,0,0,0,0,0,0,7,06:58:00,1586001480,6.97,20:05:00,1586048700,20.08,13.12,5,5,-4,-4,-12,-9,,,,,,7,2.4,3.5,0,,,,
2020-04-03,-8.2,-9.98,-10.95,-13.7,,-21,86,74,73,60,-10.5,-13.9,-14.2,-17.9,44,28.17,26,8,52,30,102.56,102.36,102.36,102.16,99.51,99.31,99.31,99.11,24100,14300,12650,1200,,,,,28.9,0,0,0,0,1.4,0,4,16,07:00:00,1585915200,7,20:03:00,1585962180,20.05,13.05,3,3,-6,-6,-20,-18,,,,,,8,5.6,4,0,,,,
2020-04-02,3.5,-5.92,-2.54,-8.6,,-18,92,86.7,86.5,81,1.4,-7.8,-4.7,-10.7,38,31.5,22.5,7,41,33,102.29,102,101.84,101.39,99.25,99,98.87,98.49,24100,5229.2,12350,600,,,,,20.5,0,0,0,0,5.1,0,18,0,07:02:00,1585828920,7.03,20:01:00,1585875660,20.02,12.98,1,1,-5,-4,-8,-4,,,,,,8,6.8,5,2,,,,
2020-04-01,10.6,5.91,6.69,2.8,,,88,59.1,65,42,2.1,-1.8,-1.4,-4.9,31,21.12,20.5,10,44,12,101.57,101.43,101.41,101.25,98.66,98.53,98.51,98.35,24100,22300,16900,9700,,,,,11.3,0,1.7,0,0,4.5,5.2,0,0,07:05:00,1585742700,7.08,20:00:00,1585789200,20,12.92,2,3,10,10,-4,-4,,,,,,8,7.2,6,4,,,,
2020-03-31,13.4,6.96,7.85,2.3,,,65,54.4,56,47,3.5,-1.7,-1.6,-6.7,40,26.12,28,16,55,16,101.99,101.69,101.73,101.47,99.07,98.79,98.82,98.57,24100,24100,24100,24100,,,,,10.2,0,2.8,0.8,0,0,0,0,0,07:07:00,1585656420,7.12,19:58:00,1585702680,19.97,12.85,3,4,10,11,-2,-1,,,,,,8,4.9,4,0,,,,
2020-03-30,12,4.4,4.7,-2.6,,-6,84,63.4,61,38,1.4,-2.4,-1.6,-4.7,37,19.58,21.5,6,47,16,102.42,102.23,102.22,102.02,99.46,99.28,99.27,99.09,24100,24100,24100,24100,,,,,13.3,0,0,0,0,0,0,0,0,07:09:00,1585570140,7.15,19:57:00,1585616220,19.95,12.8,4,4,9,9,0,1,,,,,,7,3,3.5,0,,,,
2020-03-29,5.6,1.16,1.74,-2.1,,-7,92,79.9,78.5,65,-0.4,-2.1,-2.2,-4,27,12.79,13.5,0,32,35,102.2,101.73,101.7,101.21,99.25,98.78,98.76,98.28,24100,24100,24100,24100,,,,,16.3,0,0,0,0,0,0,0,0,07:11:00,1585483860,7.18,19:55:00,1585529700,19.92,12.73,5,5,8,8,-2,-2,,,,,,2,0.5,1,0,,,,
2020-03-28,8,2.02,1.9,-4.2,,-8,91,72.6,73,55,-0.6,-2.7,-3.4,-6.2,21,10.17,10.5,0,,,101.54,101.35,101.36,101.18,98.59,98.42,98.42,98.26,24100,24100,24100,24100,,,,,16.1,0,0,0,0,0,0,0,1,07:13:00,1585397580,7.22,19:54:00,1585443240,19.9,12.68,4,4,7,7,-4,-4,,,,,,6,1.3,3,0,,,,
2020-03-27,8.7,2.27,2.99,-2.7,,-8,91,75.9,73.5,56,1.2,-1.7,-1.9,-4.9,39,21.79,22,5,49,21,101.39,100.8,100.92,100.45,98.46,97.89,98,97.54,24100,24100,24100,24100,,,,,15,0,0,0,0,0,0,0,1,07:15:00,1585311300,7.25,19:52:00,1585356720,19.87,12.62,4,5,7,7,-6,-4,,,,,,7,2.3,3.5,0,,,,
2020-03-26,3.5,-1.62,-1.65,-6.8,,-10,91,79.8,77,63,-0.4,-4.7,-5.5,-10.7,27,15.12,13.5,0,35,18,101.54,101.14,101.23,100.92,98.57,98.19,98.28,97.99,24100,22029.2,13650,3200,,,,,19.6,0,0,0,0,0,0,0.6,2,07:18:00,1585225080,7.3,19:51:00,1585270260,19.85,12.55,3,3,2,2,-5,-3,,,,,,8,4,4.5,1,,,,
2020-03-25,-1.1,-4.23,-4.3,-7.5,,-16,89,71.2,70,51,-4.4,-8.9,-7.5,-10.6,39,22.71,19.5,0,47,32,101.73,101.46,101.27,100.81,98.75,98.48,98.31,97.86,24100,23766.7,20100,16100,,,,,22.3,0,0,0,0,0,0,0,3,07:20:00,1585138800,7.33,19:49:00,1585183740,19.82,12.48,4,5,-3,-3,-12,-10,,,,,,8,4.9,4,0,,,,
2020-03-24,2.8,1.1,0,-2.8,,-10,95,87.8,83,71,1.7,-0.8,-1.2,-4.2,50,35.17,36.5,23,64,17,101.32,100.69,100.78,100.24,98.4,97.78,97.88,97.35,24100,14829.2,12450,800,,,,,18,0,0,0,0,0,0,0,9,07:22:00,1585052520,7.37,19:47:00,1585097220,19.78,12.42,3,5,5,5,-8,-8,,,,,,8,6.2,4.5,1,,,,
2020-03-23,4.4,-0.4,-1.04,-6.5,,-12,79,67.5,65.5,52,-2.7,-5.8,-6,-9.2,29,20.33,21,13,39,17,101.77,101.65,101.57,101.37,98.82,98.7,98.63,98.45,24100,24100,24100,24100,,,,,19,0,0,0,0,0,0,0,16,07:24:00,1584966240,7.4,19:46:00,1585010760,19.77,12.37,5,5,1,2,-4,-2,,,,,,7,2.9,3.5,0,,,,
2020-03-22,0.5,-2.4,-2.04,-4.6,,-10,87,77.2,73,59,-3,-5.9,-7,-11,19,14.5,14.5,10,33,19,102.6,101.99,102.14,101.68,99.59,99.01,99.15,98.72,24100,22766.7,20100,16100,,,,,20,0,0,0,0,0,0,0,16,07:26:00,1584879960,7.43,19:44:00,1584924240,19.73,12.3,3,3,0,1,-12,-11,,,,,,8,6.1,4,0,,,,
2020-03-21,-2,-8.55,-8.69,-15.4,,-23,71,58.5,59.5,48,-11.1,-15.5,-15.6,-20,34,19.21,23.5,13,40,16,103.68,103.2,103.16,102.64,100.58,100.13,100.1,99.62,24100,24100,24100,24100,,,,,26.7,0,0,0,0,0,0,0,16,07:28:00,1584793680,7.47,19:43:00,1584837780,19.72,12.25,5,5,-4,-4,-8,-8,,,,,,7,3.1,3.5,0,,,,
2020-03-20,-8.6,-15.12,-15.95,-23.3,,-31,69,57.8,55.5,42,-17.6,-21.9,-22.4,-27.1,19,11.88,12,5,,,104.23,103.93,103.92,103.6,101.08,100.81,100.78,100.49,24100,24100,24100,24100,,,,,34,0,0,0,0,0,0,0,16,07:31:00,1584707460,7.52,19:41:00,1584751260,19.68,12.17,5,5,-10,-10,-20,-18,,,,,,7,2,3.5,0,,,,
2020-03-19,-7.7,-11.28,-12.55,-17.4,,-24,64,50.5,54,44,-16.8,-19.8,-19.8,-22.8,37,28.79,27.5,18,46,36,103.57,102.97,103.06,102.55,100.47,99.87,99.98,99.49,24100,23362.5,15250,6400,,,,,30.6,0,0,0,0,0,0,0,16,07:33:00,1584621180,7.55,19:39:00,1584664740,19.65,12.1,5,5,-8,-8,-20,-20,,,,,,8,3.5,4,0,,,,
2020-03-18,-8.6,-11.23,-11.89,-15.2,,-24,72,62.2,61,50,-15.1,-17.2,-17.3,-19.5,33,21.5,22,11,38,1,102.63,102.5,102.46,102.29,99.55,99.43,99.4,99.25,24100,23362.5,15250,6400,,,,,29.9,0,0,0,0,0,0,0,17,07:35:00,1584534900,7.58,19:38:00,1584578280,19.63,12.05,4,5,-9,-9,-13,-12,,,,,,8,6.5,5,2,,,,
2020-03-17,-3.8,-8.9,-9.6,-15.4,,-23,84,72.2,69,54,-10.4,-13.2,-13.8,-17.2,32,10.92,16,0,39,28,102.34,102.13,102.02,101.7,99.31,99.11,99,98.7,24100,24100,24100,24100,,,,,27.6,0,0,0,0,0,0,0,17,07:37:00,1584448620,7.62,19:36:00,1584491760,19.6,11.98,4,4,-4,-3,-15,-8,,,,,,8,4.9,4,0,,,,
2020-03-16,-3.3,-7.3,-7.8,-12.3,,-20,89,71.3,74.5,60,-5.2,-11.7,-10.2,-15.3,35,23.83,25.5,16,43,30,102.35,102.09,102.01,101.68,99.35,99.09,99.01,98.67,24100,22033.3,16100,8100,,,,,25.8,0,0,0,0,0,0,0,18,07:39:00,1584362340,7.65,19:35:00,1584405300,19.58,11.93,4,4,-6,-5,-15,-14,,,,,,8,4.3,4,0,,,,
2020-03-15,-3.6,-7.82,-8.9,-14.2,,-19,90,72.9,72.5,55,-5.6,-12,-11.7,-17.7,28,15.29,16.5,5,34,21,104.41,103.62,103.43,102.44,101.28,100.55,100.36,99.44,24100,17112.5,12850,1600,,,,,26.9,0,0,0,0,0,0,4,17,07:41:00,1584276060,7.68,19:33:00,1584318780,19.55,11.87,2,3,-5,-4,-13,-13,,,,,,8,7.4,6,4,,,,
2020-03-14,-9,-14.38,-15.05,-21.1,,-28,81,74.7,73.5,66,-13.9,-18,-18.5,-23.1,19,11,12,5,,,104.53,104.36,104.25,103.97,101.38,101.23,101.11,100.85,24100,24100,24100,24100,,,,,33,0,0,0,0,0,0,0,17,07:44:00,1584189840,7.73,19:32:00,1584232320,19.53,11.8,3,3,-11,-9,-15,-14,,,,,,8,4.6,4.5,1,,,,
2020-03-13,-8.2,-11.23,-12.45,-16.7,,-23,79,72.9,72,65,-11.9,-15.2,-15.3,-18.7,42,27.58,24,6,46,31,103.9,102.83,102.77,101.64,100.79,99.77,99.72,98.65,24100,19791.7,14050,4000,,,,,30.4,0,0,0,0,0,0,0,17,07:46:00,1584103560,7.77,19:30:00,1584145800,19.5,11.73,3,3,-7,-7,-20,-16,,,,,,8,4.4,4.5,1,,,,
2020-03-12,0,-2.55,-4.09,-8.2,,-16,86,78.5,77.5,69,-3.2,-5.8,-7.4,-11.6,46,28.92,31.5,17,52,33,101.59,100.81,100.9,100.21,98.6,97.87,97.94,97.29,24100,22900,16900,9700,,,,,22.1,0,0,0,0,0,0,0.4,17,07:48:00,1584017280,7.8,19:28:00,1584059280,19.47,11.67,2,2,0,0,-14,-14,,,,,,8,6.2,5,2,,,,
2020-03-11,4.2,-1.12,-1.14,-6.5,,-14,89,81.6,80.5,72,-0.4,-4,-4.4,-8.4,43,23.58,24.5,6,57,17,101.5,100.56,100.8,100.1,98.53,97.64,97.86,97.2,32200,24437.5,28150,24100,,,,,19.1,0,0,0,0,0,0,0,18,07:50:00,1583931000,7.83,19:27:00,1583972820,19.45,11.62,2,3,3,3,-5,-5,,,,,,8,4,4,0,,,,
2020-03-10,0,-7.17,-7.8,-15.6,,-22,86,79.5,76,66,-4.8,-10.2,-11.2,-17.6,23,17.21,15,7,31,17,102.54,102.17,102.08,101.62,99.47,99.15,99.06,98.64,24100,23700,21700,19300,,,,,25.8,0,0,0,0,0,0,0,18,07:52:00,1583844720,7.87,19:25:00,1583886300,19.42,11.55,3,3,-1,-1,-6,-6,,,,,,5,0.9,2.5,0,,,,
2020-03-09,-10.1,-15.01,-16,-21.9,,-31,76,69.5,67,58,-14.8,-19.5,-19.9,-25.1,32,14.29,19,6,37,32,102.74,102.54,102.47,102.19,99.65,99.46,99.4,99.15,24100,24100,24100,24100,,,,,34,0,0,0,0,0,0,0,18,07:54:00,1583758440,7.9,19:23:00,1583799780,19.38,11.48,3,3,-10,-10,-17,-14,,,,,,8,3.3,4,0,,,,
2020-03-08,1.2,-6.33,-6.95,-15.1,,-24,84,76.3,76.5,69,-3.6,-9.9,-10.1,-16.6,37,28.52,25,13,47,35,102.13,101.27,101.42,100.71,99.09,98.29,98.43,97.78,24100,23052.2,14450,4800,,,,,24.9,0,0,0,0,0,0,0.8,18,07:56:00,1583672160,7.93,19:22:00,1583713320,19.37,11.43,2,2,-3,-1,-16,-15,,,,,,8,6.9,5,2,,,,
2020-03-07,3.3,0,-0.3,-3.9,,-9,90,81.2,80,70,-1.3,-2.9,-3,-4.8,32,16.88,18.5,5,41,18,101.54,101.3,101.23,100.91,98.59,98.35,98.28,97.98,24100,24100,24100,24100,,,,,18.3,0,0,0,0,0,0,0,21,06:58:00,1583585880,6.97,18:20:00,1583626800,18.33,11.37,3,3,3,3,-2,-1,,,,,,8,6.2,4.5,1,,,,
2020-03-06,-1,-5.13,-7.5,-14,,-20,89,80.6,79,69,-3.8,-8,-9.4,-15,64,34.96,32,0,75,17,103.1,102.29,102.25,101.4,100.05,99.29,99.25,98.45,24100,22529.2,12450,800,,,,,25.5,0,0,0,0,0,0,0,24,07:01:00,1583499660,7.02,18:19:00,1583540340,18.32,11.3,3,3,-1,0,-3,-1,,,,,,8,6.1,4,0,,,,
2020-03-05,-1.7,-5.92,-7.19,-12.7,,-16,92,79.1,80,68,-3.4,-9,-8.8,-14.2,39,19.21,19.5,0,42,1,103.11,102.27,101.89,100.68,100.06,99.26,98.89,97.72,24100,20237.5,12650,1200,,,,,25.2,0,0,0,0,0.7,0,0,24,07:03:00,1583413380,7.05,18:17:00,1583453820,18.28,11.23,2,3,-2,0,-14,-5,,,,,,8,2.6,4,0,,,,
2020-03-04,0.4,-4.35,-5.35,-11.1,,-17,92,80.4,76,60,-1.7,-7.3,-7.7,-13.6,35,21.54,17.5,0,44,10,101.07,100.76,100.76,100.45,98.07,97.8,97.78,97.49,24100,15912.5,12650,1200,,,,,23.4,0,0,0,0,2.7,0,10,15,07:05:00,1583327100,7.08,18:15:00,1583367300,18.25,11.17,1,1,0,0,-5,-5,,,,,,8,5.8,5,2,,,,
2020-03-03,-3.5,-7.03,-6.8,-10.1,,-18,83,78.5,76.5,70,-6.7,-10.2,-9.5,-12.3,40,20.38,20,0,54,31,100.95,100.19,100.2,99.46,97.97,97.24,97.26,96.54,24100,24100,24100,24100,,,,,24.8,0,0,0,0,0,0,0,16,07:07:00,1583240820,7.12,18:14:00,1583280840,18.23,11.12,2,2,-3,-2,-13,-10,,,,,,8,5.5,5,2,,,,
2020-03-02,0.8,-5.5,-5.69,-12.2,,-19,93,82.2,84,75,-0.6,-8.1,-7.7,-14.7,45,25.46,29,13,63,17,100.93,99.85,99.98,99.03,97.98,96.92,97.06,96.13,24100,18895.8,12550,1000,,,,,23.7,0,0,0,0,0,0,2.6,16,07:09:00,1583154540,7.15,18:12:00,1583194320,18.2,11.05,1,1,0,0,-8,-8,,,,,,8,6.2,4,0,,,,
2020-03-01,1.4,-2.52,-2.09,-5.6,,-13,92,82.3,80.5,69,-2.4,-5.2,-6.2,-10,55,30.08,34,13,66,31,101.01,100.23,100.35,99.68,98.05,97.3,97.42,96.79,24100,21825,14450,4800,,,,,20.1,0,0,0,0,0,0.2,0,16,07:11:00,1583068260,7.18,18:11:00,1583107860,18.18,11,1,2,0,2,-13,-3,,,,,,8,7,5,2,,,,
2020-02-29,0,-2.77,-3.8,-7.6,,-17,94,88.5,88.5,83,-2.5,-4.4,-5.7,-8.9,35,25.67,27.5,20,43,17,101.27,100.61,100.61,99.95,98.3,97.67,97.68,97.05,24100,12154.2,13650,3200,,,,,21.8,0,0,0,0,0,0,0,16,07:13:00,1582981980,7.22,18:09:00,1583021340,18.15,10.93,2,2,1,1,-3,-1,,,,,,8,8,8,8,,,,
2020-02-28,-6,-10.25,-11.05,-16.1,,-22,89,81.3,82,75,-8.4,-12.9,-13.2,-18.1,39,21.33,24,9,43,16,102.34,102.07,101.85,101.36,99.29,99.03,98.83,98.38,24100,23295.8,14450,4800,,,,,29.1,0,0,0,0,0,0,0,16,07:15:00,1582895700,7.25,18:07:00,1582934820,18.12,10.87,2,2,-5,-5,-8,-8,,,,,,8,4.2,4,0,,,,
2020-02-27,-9.3,-13.47,-14.95,-20.6,,-23,82,75.3,72,62,-13.1,-17,-17.4,-21.8,17,8.83,8.5,0,,,102.67,102.4,102.43,102.19,99.58,99.33,99.36,99.13,24100,22829.2,15250,6400,,,,,33,0,0,0,0,0,0,0,16,07:17:00,1582809420,7.28,18:06:00,1582848360,18.1,10.82,1,1,-10,-9,-16,-14,,,,,,8,5.9,4,0,,,,
2020-02-26,-12.2,-14.89,-14.75,-17.3,,-24,79,73.5,72.5,66,-17.3,-18.7,-18.7,-20.1,13,8.58,8.5,4,,,103.56,103.13,103.11,102.67,100.46,100.03,100.02,99.58,24100,24100,24100,24100,,,,,32.8,0,0,0,0,0,0,0,16,07:19:00,1582723140,7.32,18:04:00,1582761840,18.07,10.75,2,2,-11,-11,-19,-16,,,,,,8,6.5,5,2,,,,
2020-02-25,-7.7,-12.75,-12.65,-17.6,,-26,80,72.6,70.5,61,-13.9,-16.8,-17.1,-20.2,23,16.12,16.5,10,,,103.69,103.52,103.33,102.97,100.59,100.42,100.25,99.92,24100,24100,24100,24100,,,,,30.6,0,0,0,0,0,0,0,16,07:21:00,1582636860,7.35,18:02:00,1582675320,18.03,10.68,2,2,-9,-9,-21,-17,,,,,,8,4.7,4,0,,,,
2020-02-24,-2,-8.45,-9.19,-16.4,,-23,91,84.1,84,77,-5.3,-10.7,-11.4,-17.6,25,11.25,14.5,4,,,102.86,102.1,102.19,101.51,99.82,99.08,99.17,98.53,24100,24100,24100,24100,,,,,27.2,0,0,0,0,0,0,0,16,07:23:00,1582550580,7.38,18:01:00,1582588860,18.02,10.63,2,2,-2,-1,-15,-11,,,,,,7,2.7,3.5,0,,,,
2020-02-23,1.2,-3.52,-4.35,-9.9,,-16,86,78.6,77.5,69,-3.5,-6.7,-7.7,-11.8,35,20.83,21,7,46,29,101.48,100.91,100.89,100.3,98.5,97.96,97.94,97.38,24100,24100,24100,24100,,,,,22.4,0,0,0,0,0,0,0,16,07:25:00,1582464300,7.42,17:59:00,1582502340,17.98,10.57,2,2,2,2,-10,-10,,,,,,8,2.7,4,0,,,,
2020-02-22,1.7,-3.58,-4.2,-10.1,,-14,86,74.2,74,62,-4.8,-7.6,-8,-11.1,25,13.29,15,5,32,20,100.94,100.78,100.7,100.46,98.01,97.84,97.77,97.53,24100,24100,24100,24100,,,,,22.2,0,0,0,0,0,0,0,16,07:27:00,1582378020,7.45,17:57:00,1582415820,17.95,10.5,2,2,2,2,-7,-7,,,,,,8,3.1,4,0,,,,
2020-02-21,2,-4.06,-4,-10,,-19,76,68.2,67.5,59,-5.4,-9.2,-9.6,-13.7,32,21.96,23.5,15,41,19,101.5,101.29,101.26,101.03,98.51,98.31,98.3,98.08,24100,24100,24100,24100,,,,,22,0,0,0,0,0,0,0,17,07:29:00,1582291740,7.48,17:56:00,1582329360,17.93,10.45,2,2,-1,-1,-11,-8,,,,,,7,1.9,3.5,0,,,,
2020-02-20,-7,-13.99,-14.25,-21.5,,-33,75,69.5,69.5,64,-11.1,-18.4,-18.5,-25.9,38,29.38,30.5,23,44,18,103.75,102.8,102.71,101.66,100.6,99.71,99.62,98.64,24100,24100,24100,24100,,,,,32.2,0,0,0,0,0,0,0,17,07:31:00,1582205460,7.52,17:54:00,1582242840,17.9,10.38,2,2,-7,-7,-8,-7,,,,,,1,0.2,0.5,0,,,,
2020-02-19,-17.4,-22.73,-23.25,-29.1,,-40,71,64.3,63.5,56,-24.1,-27.8,-28.3,-32.5,23,15,16,9,,,104.31,104.07,104.04,103.77,101.12,100.87,100.85,100.58,24100,24100,24100,24100,,,,,41.2,0,0,0,0,0,0,0,17,07:33:00,1582119180,7.55,17:52:00,1582156320,17.87,10.32,2,2,-17,-17,-23,-23,,,,,,0,0,0,0,,,,
2020-02-18,-13.2,-19.48,-19.39,-25.6,,-36,80,69.2,69.5,59,-16.2,-23.8,-22.8,-29.4,30,20.5,20.5,11,40,32,103.71,103.12,103.02,102.34,100.53,100,99.9,99.28,24100,20525,14050,4000,,,,,37.4,0,0,0,0,0,0,0,17,07:35:00,1582032900,7.58,17:51:00,1582069860,17.85,10.27,2,2,-18,-17,-25,-23,,,,,,8,2.3,4,0,,,,
2020-02-17,-10.1,-11.38,-12.25,-14.4,,-21,81,76,74,67,-13.2,-14.8,-14.9,-16.7,23,16.67,15.5,8,38,17,102.29,101.82,101.85,101.41,99.23,98.78,98.81,98.39,24100,24100,24100,24100,,,,,30.2,0,0,0,0,0,0,0.6,17,07:36:00,1581946560,7.6,17:49:00,1581983340,17.82,10.22,1,1,-10,-9,-20,-19,,,,,,8,7.5,5.5,3,,,,
2020-02-16,-11,-17.48,-18.45,-25.9,,-35,76,65.5,65.5,55,-15.5,-22.6,-22.3,-29.1,34,19.38,17,0,47,17,102.22,101.96,101.83,101.45,99.1,98.86,98.76,98.43,24100,22229.2,14450,4800,,,,,36.5,0,0,0,0,0,0,0,17,07:38:00,1581860280,7.63,17:47:00,1581896820,17.78,10.15,2,2,-13,-13,-13,-13,,,,,,8,4.6,4,0,,,,
2020-02-15,-5.9,-14.11,-15.7,-25.5,,-31,84,69.6,69,54,-8.8,-18.6,-18.9,-28.9,35,18.88,20.5,6,48,32,102.12,101.28,101.29,100.46,99.02,98.25,98.24,97.47,24100,22262.5,14050,4000,,,,,33.7,0,0,0,0,0,0,0,17,07:40:00,1581774000,7.67,17:45:00,1581810300,17.75,10.08,1,1,-11,-9,-28,-26,,,,,,8,4.6,4,0,,,,
2020-02-14,-8.2,-15.3,-15.6,-23,,-36,81,71.7,72,63,-11.2,-19.3,-19.2,-27.3,62,36.08,33.5,5,78,18,102.23,100.93,101.28,100.33,99.12,97.89,98.22,97.32,24100,18883.3,12650,1200,,,,,33.6,0,0,0,0,0,0,0,17,07:42:00,1581687720,7.7,17:44:00,1581723840,17.73,10.03,1,2,-8,-8,-11,-11,,,,,,8,7.3,6,4,,,,
